Note: The following shows the ratings of three different participants in the same questionnaire.

Questionnaire ID	Colors	Shapes	Materials	Textures	Categories	Appearances	Actions	Biological States	Emotional States	Overall Emotions	Quantities	Interaction Relationships	Spatial Relationships	Positions in the figure	Layouts	Occlusion Relationships	Density Relationships	Environments	Relative Proportions	Styles	Lighting	Photographic Compositions
1653	4	4	4	4	4	4	2	3	3	3	5	2	2	3	2	2	3	3	4	4	3	2
1653	3	5	4	4	4	4	5	4	4	4	5	2	2	3	2	2	4	4	5	4	4	4
1654	4	5	4	4	5	5	4	4	3	3	3	2	3	2	2	4	4	4	5	4	4	4
1654	4	4	4	4	4	4	4	4	4	4	4	5	2	4	4	4	4	4	4	4	4	4
1654	4	3	4	4	4	5	5	3	3	3	3	5	4	3	3	5	3	3	3	5	3	4
1655	4	4	4	4	4	4	4	4	4	4	5	5	5	5	4	4	5	4	4	4	4	4
1655	5	4	5	5	5	5	5	3	3	3	3	3	5	3	3	4	3	3	5	5	4	3
1655	3	3	3	3	3	3	4	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3
1656	3	4	4	4	5	5	5	3	3	3	5	5	5	3	4	4	4	3	5	3	3	4
1656	3	3	3	3	3	3	5	4	3	3	5	3	4	4	4	3	3	3	3	4	3	3
1656	3	3	3	3	4	4	4	3	3	3	5	3	5	3	3	3	3	3	4	2	3	3
1657	3	3	2	3	4	2	5	3	3	2	4	2	2	2	2	3	2	3	2	3	2	2
1657	3	3	3	3	5	3	4	4	3	3	4	4	4	3	3	3	4	4	4	5	3	3
1657	3	4	4	4	4	3	4	3	3	3	3	4	3	3	3	3	3	4	4	3	3	3
1658	3	3	4	3	5	3	4	3	3	3	4	4	4	4	4	3	3	3	4	4	3	4
1658	2	3	3	4	4	3	3	4	4	3	4	3	3	3	4	4	4	3	4	3	3	3
1658	4	3	4	3	5	3	4	3	4	4	2	4	4	3	4	3	4	3	4	4	3	3
1659	4	4	4	4	4	3	4	3	3	3	4	2	2	2	2	2	2	3	4	3	3	3
1659	4	4	4	4	5	4	3	4	4	4	5	4	3	3	4	3	4	5	3	2	4	3
1659	4	4	4	4	4	4	3	3	3	3	3	4	3	4	4	4	4	5	4	4	4	4
1660	5	5	4	4	5	4	4	4	3	3	2	2	4	3	4	3	4	3	4	4	4	4
1660	5	4	4	3	5	4	4	5	4	3	4	4	4	3	4	4	5	4	4	4	4	4
1660	5	4	4	4	4	4	2	4	3	3	1	2	1	1	2	2	3	3	4	4	3	3
1661	4	4	4	4	4	4	5	5	4	3	5	5	4	4	4	4	5	3	4	4	4	4
1661	3	4	4	4	4	4	5	4	3	4	5	4	4	3	3	4	4	4	4	4	4	4
1661	5	4	4	4	5	4	5	4	3	3	5	3	3	3	3	3	4	3	3	4	3	3
1662	3	4	4	4	4	4	4	3	3	3	4	4	4	4	4	4	5	4	4	4	3	3
1662	4	4	4	4	4	4	4	3	3	3	5	3	4	4	4	4	5	3	4	4	3	3
1662	4	4	4	4	5	5	5	4	3	3	4	5	2	2	4	4	4	3	4	3	3	4
1663	5	4	4	4	3	4	4	3	3	3	5	2	2	2	2	2	3	3	4	4	3	3
1663	4	4	4	5	5	5	4	4	3	3	5	2	1	1	2	4	3	3	4	4	4	4
1663	5	4	5	5	5	5	5	5	5	5	5	3	2	4	5	5	5	5	5	5	5	5
1664	4	4	4	5	5	5	4	4	5	5	5	1	4	5	4	4	4	3	4	2	4	5
1664	5	5	5	5	5	5	3	3	4	3	5	1	4	3	3	3	3	3	3	5	5	5
1664	5	5	3	5	5	5	5	4	4	5	5	4	4	4	4	3	4	3	4	5	3	3
1665	4	5	5	4	4	4	2	4	3	3	4	2	3	3	3	4	4	3	4	5	3	3
1665	5	4	3	4	5	4	2	3	3	4	5	3	3	2	2	3	5	3	3	4	3	3
1665	3	3	3	3	4	4	4	4	3	4	4	4	4	3	3	3	4	3	3	4	4	3
1666	4	3	3	4	5	5	5	3	3	3	5	5	4	4	5	3	3	3	3	5	3	3
1666	5	4	4	4	5	4	4	4	4	4	2	4	3	4	2	3	4	3	4	2	3	3
1666	4	4	3	3	4	4	4	4	3	3	5	4	4	3	4	3	4	3	4	4	3	4
1667	5	3	3	4	5	4	5	4	4	4	4	4	3	3	4	3	3	3	3	4	3	3
1667	4	4	4	4	4	5	4	4	3	3	5	4	3	4	3	3	4	4	3	4	4	4
1667	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4
1668	4	4	4	4	4	4	5	4	3	3	5	4	3	3	4	4	4	4	4	4	4	4
1668	4	4	4	4	4	4	4	4	4	3	4	4	3	4	4	3	3	4	4	4	3	3
1668	5	4	3	3	4	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	3	4
1669	4	4	4	4	4	4	5	4	4	3	5	5	5	3	4	4	4	4	3	4	4	3
1669	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1669	5	4	5	4	5	4	5	4	4	5	5	4	5	5	5	5	4	4	2	4	4	4
1670	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1670	4	4	4	4	4	3	5	5	4	4	5	5	5	5	5	5	4	4	4	2	4	4
1670	2	5	2	4	2	3	5	5	4	4	5	4	4	5	4	5	5	4	5	2	4	4
1671	5	5	4	4	5	5	5	4	4	5	5	5	5	5	5	4	4	5	5	4	5	5
1671	5	5	5	4	4	4	5	4	4	5	5	4	4	4	4	4	5	5	5	5	5	5
1671	4	3	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	4	4	3	4
1672	5	5	5	4	5	5	4	5	5	5	5	4	5	5	5	5	5	4	5	5	5	5
1672	3	3	3	4	4	4	4	4	4	4	4	3	3	3	4	3	4	4	4	4	3	4
1672	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4
1673	4	4	4	4	4	4	3	3	3	3	4	4	4	3	3	4	3	4	4	4	4	4
1673	2	4	4	4	5	5	5	4	5	4	4	4	4	4	4	4	4	3	4	4	3	3
1673	4	2	5	4	4	4	2	3	3	4	4	2	2	3	3	2	3	3	4	4	3	3
1674	5	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1674	5	5	4	4	4	4	4	3	3	3	3	4	4	3	4	4	3	4	3	4	4	4
1674	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4
1675	4	4	4	4	4	4	1	4	3	4	4	4	3	3	3	3	4	3	4	4	3	3
1675	3	4	4	4	4	4	2	4	2	4	5	2	3	4	3	4	4	4	4	4	4	4
1675	4	5	5	5	5	5	5	5	4	4	5	5	4	4	5	5	5	3	5	5	3	3
1676	4	4	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1676	5	5	5	4	5	4	5	3	3	4	4	5	3	3	4	5	5	3	5	5	3	3
1676	5	4	5	3	5	3	4	3	3	3	4	5	3	3	5	4	3	4	4	5	4	4
1677	3	5	5	4	5	5	5	3	5	5	5	5	5	5	5	5	3	4	5	5	4	3
1677	2	3	3	4	5	4	5	5	5	4	5	4	4	3	4	2	3	2	3	4	3	4
1677	3	3	3	3	4	3	5	3	3	3	5	4	4	3	4	3	3	3	3	5	3	3
1678	3	4	5	4	5	5	5	4	3	3	3	4	4	3	4	4	3	3	2	4	3	4
1678	3	3	3	3	5	3	4	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3
1678	4	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1679	3	3	3	3	4	3	4	5	5	5	3	5	3	3	3	3	3	3	3	4	3	3
1679	3	3	3	3	5	3	5	4	5	5	4	4	3	3	3	3	3	3	3	3	3	3
1679	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
1680	5	3	3	3	5	4	5	5	3	3	3	3	3	3	3	3	3	3	3	4	3	4
1680	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1680	5	3	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	5
1681	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1681	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4
1681	4	4	4	4	4	4	2	4	4	4	2	4	2	2	2	4	2	4	4	4	4	4
1682	4	4	4	4	4	4	4	3	3	3	4	4	3	3	3	4	4	4	1	3	4	4
1682	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1682	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	3	3	3	3	2	3	3
1683	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1683	4	4	4	3	4	4	4	4	4	4	4	4	3	3	4	4	4	2	4	4	4	4
1683	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4
1684	4	4	3	3	4	4	4	4	4	4	3	4	3	3	3	3	3	4	3	4	4	4
1684	4	5	4	4	4	4	4	4	3	3	3	4	3	4	3	3	3	4	4	4	4	4
1684	4	3	3	3	5	3	4	3	3	3	3	4	3	3	4	3	4	4	5	4	4	3
1685	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4	4	3	4	4	4	4	4
1685	4	4	4	4	4	4	5	5	3	3	3	3	1	3	3	3	3	3	5	2	3	2
1685	1	4	4	4	5	4	4	4	4	3	4	3	4	3	4	4	3	3	4	4	3	3
1686	3	4	3	3	4	4	4	3	3	3	1	3	3	3	3	3	3	3	3	4	3	3
1686	3	3	3	4	4	3	4	3	3	3	4	4	3	3	3	3	3	3	3	4	3	3
1686	4	2	3	3	4	3	4	3	3	3	3	3	3	3	3	3	3	4	2	3	3	3
1687	3	3	4	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	4	3	3
1687	4	3	3	3	2	4	4	3	4	3	2	4	4	4	3	3	4	3	3	2	3	2
1687	5	4	3	2	4	1	2	4	4	3	3	1	3	3	2	3	3	3	3	4	4	3
1688	3	3	3	3	5	4	5	3	5	4	4	3	3	3	3	3	3	4	4	4	4	3
1688	4	4	4	4	4	4	4	5	5	5	4	4	4	4	3	2	4	4	4	2	2	3
1688	3	4	4	4	4	4	4	4	4	4	5	4	4	3	4	4	3	4	4	4	4	4
1689	2	4	4	2	4	4	3	3	3	3	4	3	4	4	4	4	4	3	4	3	3	3
1689	2	4	4	4	4	4	3	3	3	3	4	3	3	3	3	3	3	4	4	4	4	4
1689	5	4	5	5	5	5	5	5	5	5	5	4	4	5	2	3	5	5	5	5	5	5
1690	3	4	4	4	4	2	4	3	3	3	4	4	3	3	3	4	3	4	4	4	4	3
1690	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1690	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4
1691	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1691	3	4	4	4	5	4	4	4	3	3	3	3	3	4	3	4	4	4	4	4	4	4
1691	3	5	5	4	5	3	5	4	3	4	4	5	3	3	4	4	4	3	4	4	5	3
1692	4	5	5	5	5	5	5	5	4	3	5	5	5	5	5	5	5	4	5	5	5	5
1692	3	5	5	5	5	4	5	4	3	3	5	5	4	3	4	4	4	4	5	4	2	3
1692	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1693	3	4	4	4	5	3	5	3	3	3	5	5	4	3	4	4	4	3	5	4	4	3
1693	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1693	3	3	3	3	5	3	5	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3
1694	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1694	3	3	3	3	5	3	3	3	3	3	4	4	3	3	4	3	3	3	3	5	3	3
1694	2	2	3	3	4	3	3	3	4	3	3	4	2	3	3	3	2	3	3	4	4	3
1695	3	3	3	3	3	3	4	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3
1695	2	2	2	3	4	4	3	4	3	3	3	4	3	3	3	3	2	3	3	2	3	3
1695	4	4	4	4	4	2	2	3	4	4	3	3	4	4	4	1	4	4	4	4	4	4
1696	2	2	3	3	4	4	4	4	4	3	4	4	3	3	3	3	4	3	3	3	3	2
1696	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	5	4	4	3
1696	4	4	4	4	4	4	4	3	3	3	4	4	4	3	3	3	3	3	4	4	3	4
1697	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1697	4	4	4	4	4	4	4	4	3	3	4	3	2	3	3	3	3	4	4	2	4	3
1697	4	4	3	4	4	4	5	5	3	4	4	5	3	3	2	2	4	5	4	4	4	4
1698	4	4	4	4	4	4	2	3	3	3	4	3	3	3	3	3	4	3	4	4	3	3
1698	4	3	4	4	5	5	4	3	3	3	3	4	4	4	4	4	4	3	4	4	4	4
1698	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4
1699	3	4	4	4	4	4	4	5	4	3	3	5	3	3	4	4	4	5	4	4	4	4
1699	5	5	5	5	4	5	5	4	4	4	4	5	4	4	4	4	4	4	5	5	5	5
1699	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1700	3	5	4	4	4	5	5	5	3	4	4	5	4	4	5	5	4	4	5	5	4	5
1700	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4
1700	5	5	4	4	5	4	5	4	4	4	4	5	4	4	4	3	4	4	4	5	3	3
1701	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4
1701	4	4	3	4	5	4	5	4	4	4	4	5	3	3	4	3	4	3	4	5	4	4
1701	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	3	4
1702	4	4	3	3	5	4	2	4	2	2	5	2	4	3	3	3	3	4	4	4	4	4
1702	5	5	5	5	5	5	2	4	2	2	5	2	2	2	3	3	2	5	4	5	5	4
1702	4	4	5	5	5	5	1	1	1	1	5	1	1	1	1	1	3	4	2	4	5	4
1703	5	5	5	5	5	5	4	4	5	5	4	4	4	4	4	3	4	4	5	5	5	5
1703	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1703	4	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	4	4	4	5	4	4
1704	4	4	5	3	5	5	5	5	5	4	4	5	4	4	4	3	3	5	4	3	4	4
1704	1	4	4	4	4	4	4	3	3	3	2	4	4	4	4	3	2	4	4	3	4	4
1704	5	4	3	4	5	5	5	5	3	3	4	5	4	4	4	4	5	4	5	4	4	4
1705	2	4	4	4	4	4	5	4	4	4	3	4	4	4	4	4	4	4	4	4	3	4
1705	5	4	4	4	5	1	2	4	3	3	3	3	3	3	4	4	2	1	1	2	4	4
1705	4	4	3	4	4	4	3	3	3	3	3	3	2	2	3	3	3	3	3	4	3	3
1706	3	4	4	4	5	5	4	4	4	5	1	4	4	4	4	4	4	4	4	4	4	4
1706	3	4	4	4	4	3	3	3	3	4	1	3	3	3	3	3	3	3	4	4	3	3
1706	3	3	3	3	4	3	3	3	3	3	2	4	3	3	3	3	3	3	3	4	3	3
1707	4	3	3	4	4	3	5	3	3	3	3	3	3	3	3	4	3	4	4	2	3	3
1707	3	3	3	3	4	3	4	4	4	4	3	3	3	3	3	3	3	3	3	4	3	3
1707	4	4	4	4	4	2	4	4	4	4	3	4	3	3	3	4	3	4	3	4	3	4
1708	4	3	3	3	4	3	4	3	3	3	4	4	3	3	3	3	5	3	3	4	3	3
1708	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	3
1708	4	3	4	4	5	4	5	4	5	4	4	4	4	3	4	3	4	3	4	4	3	3
1709	4	4	4	4	4	4	3	4	3	3	3	3	3	3	3	3	3	4	4	4	4	3
1709	4	3	3	4	5	4	3	3	3	3	4	3	4	4	3	3	3	3	3	4	3	3
1709	4	4	4	4	5	4	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3
1710	4	4	3	4	5	4	4	4	3	3	4	3	3	3	3	3	3	3	4	4	3	3
1710	5	4	4	5	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1710	4	4	4	4	4	5	3	4	3	4	3	4	3	3	4	3	3	4	4	4	4	4
1711	4	4	4	5	5	4	3	4	4	4	4	5	3	3	3	3	3	3	3	4	3	3
1711	4	4	4	5	5	5	5	5	5	5	4	5	3	3	5	5	5	5	5	5	5	5
1711	4	4	4	4	4	4	4	4	2	2	4	3	3	3	4	3	3	3	4	4	3	3
1712	4	4	5	5	5	5	3	5	3	3	3	5	3	3	5	3	3	3	5	5	5	3
1712	5	4	4	4	2	4	4	3	4	3	4	4	4	4	4	3	4	4	3	4	3	4
1712	5	5	5	5	5	5	3	3	3	3	3	3	3	2	3	3	3	3	3	4	3	3
1713	5	4	4	4	4	4	4	4	3	3	4	4	4	3	3	3	3	3	4	4	3	2
1713	5	5	3	3	3	5	5	3	5	3	5	3	3	3	3	3	3	5	3	3	3	3
1713	4	4	4	4	4	4	4	3	4	4	4	4	4	3	3	4	3	3	3	4	3	1
1714	3	5	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3
1714	4	4	4	4	4	3	4	3	3	3	2	2	3	3	3	3	3	3	3	4	3	3
1714	3	4	4	4	4	4	2	4	3	3	3	2	3	3	2	3	1	2	4	4	4	4
1715	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
1715	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	3	3	4	4	4	4	4
1715	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4
1716	4	4	4	4	4	4	4	4	4	4	5	5	4	3	4	4	4	4	4	4	4	4
1716	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1716	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4	4	4	3	4	4	3	4
1717	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1717	4	4	4	4	4	3	4	4	3	3	3	4	4	3	4	4	3	3	4	4	3	4
1717	2	2	4	4	4	4	2	3	4	3	3	2	3	3	3	3	3	4	4	2	3	3
1718	3	4	3	3	4	4	3	4	4	4	3	3	3	3	3	3	3	3	4	4	3	3
1718	4	4	4	4	4	4	4	4	3	4	4	3	3	3	3	3	3	3	4	4	4	4
1718	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3
1719	4	4	4	4	4	3	4	4	4	4	2	4	3	4	2	2	2	4	2	3	2	4
1719	3	3	3	3	3	3	4	3	3	3	1	2	3	3	3	3	3	3	3	5	3	3
1719	3	3	3	3	4	4	4	4	4	4	3	5	3	3	4	3	3	4	3	5	4	3
1720	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3
1720	3	3	3	3	5	4	4	4	4	4	4	4	3	4	3	3	3	4	4	4	4	4
1720	4	4	4	4	4	4	4	4	4	3	4	4	4	4	5	4	4	4	4	4	4	4
1721	4	3	4	3	4	4	5	5	4	4	4	5	4	3	3	3	3	4	4	5	4	4
1721	4	4	4	4	4	4	4	4	4	5	4	4	4	4	3	3	4	4	4	5	4	4
1721	3	3	3	3	4	4	5	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3
1722	5	4	5	5	5	5	2	5	3	3	3	2	1	2	5	4	5	5	5	1	4	5
1722	3	3	3	3	5	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3
1722	4	4	4	4	4	5	4	4	5	5	4	5	3	3	4	4	5	4	4	2	5	4
1723	3	3	3	3	4	3	5	4	3	5	4	4	3	3	3	3	3	3	3	3	3	3
1723	4	4	4	4	5	4	5	5	5	4	5	5	5	4	3	4	4	5	4	4	4	4
1723	4	4	4	4	5	4	5	4	4	4	4	5	3	3	3	3	4	4	5	4	4	4
1724	4	4	4	4	4	5	5	5	5	4	5	5	3	3	3	3	4	4	4	4	3	2
1724	5	4	4	3	4	4	4	4	4	4	4	4	3	3	3	3	3	4	4	4	3	4
1724	4	5	5	2	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	5	4	4
1725	4	4	4	4	5	4	4	4	4	4	5	4	3	3	3	3	4	4	4	4	4	4
1725	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5
1725	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
1726	4	5	4	5	5	5	4	4	4	4	5	4	4	4	4	4	4	4	4	5	4	4
1726	4	3	5	5	5	3	4	5	5	5	4	5	5	5	5	4	5	5	5	4	5	5
1726	4	4	4	4	5	5	4	4	4	4	4	5	3	3	4	5	3	4	3	4	4	4
1727	4	5	5	5	5	5	5	5	4	3	5	4	3	3	4	4	5	4	5	3	4	5
1727	4	4	5	5	4	4	5	5	5	4	4	4	5	4	4	5	4	4	4	4	4	4
1727	3	4	4	3	4	4	4	4	3	4	4	3	4	4	3	4	4	4	4	4	3	3
1728	4	4	5	4	5	5	4	5	4	4	4	5	4	3	4	4	4	4	4	4	5	5
1728	5	4	3	3	3	3	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	4
1728	4	5	4	4	5	4	5	5	4	4	3	3	3	4	3	3	3	5	4	4	5	3
1729	4	4	3	3	4	4	4	4	4	3	4	3	4	4	4	2	4	3	4	4	4	4
1729	4	3	4	3	5	5	5	5	4	5	4	5	4	4	3	3	3	4	4	2	3	4
1729	3	3	3	3	4	4	4	4	3	4	4	4	3	3	3	3	3	3	3	4	3	3
1730	3	4	4	4	5	5	4	5	4	4	3	3	3	3	3	3	3	3	4	4	3	4
1730	3	3	3	3	4	3	3	4	3	3	4	3	3	3	3	3	3	3	3	4	3	5
1730	5	5	5	5	5	1	3	4	3	3	3	3	3	3	3	3	4	5	3	4	3	3
1731	3	3	3	3	4	4	3	3	3	3	4	3	3	3	3	3	3	4	3	4	3	3
1731	5	5	5	5	5	5	3	3	3	3	3	4	3	3	3	3	5	3	3	4	3	3
1731	2	2	2	2	2	2	4	4	2	4	4	4	4	4	3	3	3	2	4	3	3	3
1732	5	5	5	5	5	5	5	5	3	3	5	3	4	4	5	5	3	3	5	4	3	3
1732	4	3	3	3	4	3	4	4	4	4	4	4	4	4	5	4	3	3	4	4	4	3
1732	4	4	3	3	4	4	4	4	3	4	4	3	4	3	4	4	4	3	4	4	3	3
1733	3	3	3	3	3	4	3	2	4	3	4	3	4	2	5	3	3	4	2	3	5	2
1733	3	3	3	3	5	3	4	3	3	3	3	4	3	3	3	3	3	3	4	4	3	3
1733	2	4	4	2	4	3	4	4	2	4	3	4	3	2	3	4	2	3	3	4	2	2
1734	4	4	4	3	4	4	4	3	3	3	3	4	3	3	3	4	3	3	4	4	3	3
1734	3	4	4	4	5	3	4	3	3	3	4	2	3	3	4	4	3	3	4	4	3	2
1734	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	4
1735	3	4	3	3	4	4	3	4	5	3	2	4	2	3	3	3	4	3	4	2	4	3
1735	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	4	5	4	4	4	4
1735	4	4	5	5	5	4	5	4	5	4	4	4	3	3	3	3	3	3	4	4	3	3
1736	3	4	4	4	4	4	3	3	4	4	4	4	3	3	3	3	3	4	3	4	4	4
1736	4	4	4	4	4	4	1	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3
1736	4	4	4	3	4	3	2	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3
1737	5	5	4	3	4	4	4	4	4	3	5	3	3	3	3	3	3	3	4	5	3	3
1737	3	4	4	4	4	4	4	4	3	4	2	2	3	3	3	3	3	3	3	4	3	3
1737	5	4	4	4	4	4	4	3	3	3	3	5	4	3	3	3	4	3	4	4	3	3
1738	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	4	3	3
1738	3	4	4	4	4	4	4	4	4	5	4	5	3	3	3	3	3	3	4	5	3	3
1738	3	3	4	4	3	3	3	3	5	4	3	3	3	3	3	3	3	3	3	4	3	3
1739	3	4	4	4	4	5	4	4	3	3	4	5	4	3	3	3	3	3	4	5	3	3
1739	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
1739	4	3	4	4	5	4	5	5	5	3	4	4	4	3	3	3	3	4	3	2	4	3
1740	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
1740	5	3	4	4	4	4	4	4	3	3	4	4	3	3	3	3	3	4	3	4	4	3
1740	4	4	4	3	5	4	4	5	4	3	5	3	3	4	4	4	4	2	4	4	2	4
1801	4	4	4	4	4	5	5	2	3	4	4	3	3	3	3	3	3	3	4	4	3	3
1801	4	4	4	4	4	4	4	4	3	3	2	2	3	3	3	3	3	3	4	4	3	3
1801	3	4	4	4	4	4	4	3	3	3	4	5	5	5	5	5	3	3	4	4	3	3
1802	4	4	4	4	4	4	4	3	3	3	4	2	2	3	2	2	3	3	2	4	3	3
1802	4	4	4	4	5	5	5	4	3	3	4	5	4	4	4	4	3	3	4	4	3	3
1802	3	2	3	2	3	2	2	2	2	3	3	2	3	3	3	1	3	3	3	3	3	3
1803	3	4	4	4	4	5	5	5	3	3	5	5	5	5	5	5	5	3	5	5	3	3
1803	3	3	2	3	2	3	4	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3
1803	3	4	4	4	5	4	4	4	3	3	4	4	4	3	3	3	3	3	3	4	3	3
1804	2	3	3	3	2	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3
1804	4	3	3	4	1	2	4	3	3	3	4	4	4	3	3	2	3	3	3	4	4	3
1804	4	2	4	4	1	2	2	2	3	4	2	2	2	4	4	2	4	4	4	4	4	3
1805	3	3	4	3	4	4	4	4	3	3	1	4	4	3	3	3	4	3	3	3	3	3
1805	4	4	4	4	4	2	4	4	4	4	2	4	3	4	4	2	4	4	4	4	4	2
1805	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	3	4	4
1806	4	4	4	4	5	2	2	4	2	4	4	4	4	4	4	3	4	4	4	4	4	2
1806	3	3	3	3	3	4	3	4	3	4	1	4	3	4	4	4	4	4	4	3	4	3
1806	4	4	4	4	4	4	2	3	3	3	1	2	2	3	3	3	3	3	4	4	3	3
1807	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	4	3	3	3	3
1807	4	3	4	4	4	4	2	3	3	3	4	3	3	3	2	3	2	3	4	4	3	3
1807	4	3	4	3	4	2	2	3	3	3	2	3	2	2	2	2	2	4	3	3	4	2
1808	1	4	4	4	4	4	4	4	3	3	1	4	4	3	3	3	4	3	4	4	3	3
1808	4	4	4	4	4	3	4	2	3	3	1	4	4	4	4	4	4	3	3	4	3	3
1808	3	4	4	3	4	3	4	3	3	3	1	4	4	3	3	3	3	3	3	4	4	3
1809	5	5	5	4	5	4	3	4	5	5	5	5	5	4	3	3	4	4	4	5	3	5
1809	3	4	4	4	4	4	3	4	4	3	4	3	3	4	3	4	4	4	4	4	4	4
1809	3	4	4	4	4	3	4	4	4	4	4	4	3	3	3	3	3	4	3	4	4	3
1810	4	4	4	4	4	4	4	4	3	3	5	4	5	3	3	4	4	4	4	5	2	4
1810	2	4	4	4	5	5	4	2	4	4	5	5	5	4	4	5	4	3	4	5	4	4
1810	3	4	4	4	4	4	4	3	3	3	4	3	4	3	3	3	3	3	4	4	3	4
1811	5	5	5	5	5	5	3	3	4	4	1	3	3	3	3	3	4	4	4	5	4	3
